State,State Code,Ten-Year Age Groups,Ten-Year Age Groups Code,Gender,Gender Code,Race,Race Code,Year,Year Code,Deaths,Population,Crude Rate
Alabama,1,15-24 years,15-24,Female,F,White,2106-3,2005,2005,10,211217,Unreliable
Alabama,1,15-24 years,15-24,Female,F,White,2106-3,2006,2006,12,211606,Unreliable
Alabama,1,15-24 years,15-24,Female,F,White,2106-3,2007,2007,10,213458,Unreliable
Alabama,1,15-24 years,15-24,Female,F,White,2106-3,2008,2008,10,215269,Unreliable
Alabama,1,15-24 years,15-24,Female,F,White,2106-3,2009,2009,21,216957,9.7
Alabama,1,15-24 years,15-24,Female,F,White,2106-3,2010,2010,14,217434,Unreliable
Alabama,1,15-24 years,15-24,Female,F,White,2106-3,2011,2011,13,217104,Unreliable
Alabama,1,15-24 years,15-24,Female,F,White,2106-3,2012,2012,13,216088,Unreliable
Alabama,1,15-24 years,15-24,Female,F,White,2106-3,2013,2013,11,214932,Unreliable
Alabama,1,15-24 years,15-24,Female,F,White,2106-3,2014,2014,11,213391,Unreliable
Alabama,1,15-24 years,15-24,Female,F,White,2106-3,2015,2015,22,210172,10.5
Alabama,1,15-24 years,15-24,Male,M,White,2106-3,2000,2000,17,213531,Unreliable
Alabama,1,15-24 years,15-24,Male,M,White,2106-3,2001,2001,21,216441,9.7
Alabama,1,15-24 years,15-24,Male,M,White,2106-3,2002,2002,26,217499,12
Alabama,1,15-24 years,15-24,Male,M,White,2106-3,2003,2003,24,219153,11
Alabama,1,15-24 years,15-24,Male,M,White,2106-3,2004,2004,40,219849,18.2
Alabama,1,15-24 years,15-24,Male,M,White,2106-3,2005,2005,34,221256,15.4
Alabama,1,15-24 years,15-24,Male,M,White,2106-3,2006,2006,46,222818,20.6
Alabama,1,15-24 years,15-24,Male,M,White,2106-3,2007,2007,55,224273,24.5
Alabama,1,15-24 years,15-24,Male,M,White,2106-3,2008,2008,37,225868,16.4
Alabama,1,15-24 years,15-24,Male,M,White,2106-3,2009,2009,37,227585,16.3
Alabama,1,15-24 years,15-24,Male,M,White,2106-3,2010,2010,24,227918,10.5
Alabama,1,15-24 years,15-24,Male,M,White,2106-3,2011,2011,34,227453,14.9
Alabama,1,15-24 years,15-24,Male,M,White,2106-3,2012,2012,42,225836,18.6
Alabama,1,15-24 years,15-24,Male,M,White,2106-3,2013,2013,32,225800,14.2
Alabama,1,15-24 years,15-24,Male,M,White,2106-3,2014,2014,44,222839,19.7
Alabama,1,15-24 years,15-24,Male,M,White,2106-3,2015,2015,35,219221,16
Alabama,1,25-34 years,25-34,Male,M,Black or African American,2054-5,2006,2006,13,75721,Unreliable
Alabama,1,25-34 years,25-34,Male,M,Black or African American,2054-5,2009,2009,10,79965,Unreliable
Alabama,1,25-34 years,25-34,Male,M,Black or African American,2054-5,2014,2014,11,86552,Unreliable
Alabama,1,25-34 years,25-34,Male,M,Black or African American,2054-5,2015,2015,12,88280,Unreliable
Alabama,1,25-34 years,25-34,Female,F,White,2106-3,1999,1999,12,215681,Unreliable
Alabama,1,25-34 years,25-34,Female,F,White,2106-3,2000,2000,13,212327,Unreliable
Alabama,1,25-34 years,25-34,Female,F,White,2106-3,2001,2001,13,206360,Unreliable
Alabama,1,25-34 years,25-34,Female,F,White,2106-3,2002,2002,18,203187,Unreliable
Alabama,1,25-34 years,25-34,Female,F,White,2106-3,2003,2003,12,201956,Unreliable
Alabama,1,25-34 years,25-34,Female,F,White,2106-3,2004,2004,16,201299,Unreliable
Alabama,1,25-34 years,25-34,Female,F,White,2106-3,2005,2005,21,200791,10.5
Alabama,1,25-34 years,25-34,Female,F,White,2106-3,2006,2006,27,201787,13.4
Alabama,1,25-34 years,25-34,Female,F,White,2106-3,2007,2007,38,201731,18.8
Alabama,1,25-34 years,25-34,Female,F,White,2106-3,2008,2008,47,202361,23.2
Alabama,1,25-34 years,25-34,Female,F,White,2106-3,2009,2009,48,203918,23.5
Alabama,1,25-34 years,25-34,Female,F,White,2106-3,2010,2010,40,204528,19.6
Alabama,1,25-34 years,25-34,Female,F,White,2106-3,2011,2011,46,206377,22.3
Alabama,1,25-34 years,25-34,Female,F,White,2106-3,2012,2012,45,206788,21.8
Alabama,1,25-34 years,25-34,Female,F,White,2106-3,2013,2013,52,207617,25
Alabama,1,25-34 years,25-34,Female,F,White,2106-3,2014,2014,59,209459,28.2
Alabama,1,25-34 years,25-34,Female,F,White,2106-3,2015,2015,47,211621,22.2
Alabama,1,25-34 years,25-34,Male,M,White,2106-3,1999,1999,21,221625,9.5
Alabama,1,25-34 years,25-34,Male,M,White,2106-3,2000,2000,27,219110,12.3
Alabama,1,25-34 years,25-34,Male,M,White,2106-3,2001,2001,23,213390,10.8
Alabama,1,25-34 years,25-34,Male,M,White,2106-3,2002,2002,32,210711,15.2
Alabama,1,25-34 years,25-34,Male,M,White,2106-3,2003,2003,22,209596,10.5
Alabama,1,25-34 years,25-34,Male,M,White,2106-3,2004,2004,27,207886,13
Alabama,1,25-34 years,25-34,Male,M,White,2106-3,2005,2005,45,207085,21.7
Alabama,1,25-34 years,25-34,Male,M,White,2106-3,2006,2006,61,207154,29.4
Alabama,1,25-34 years,25-34,Male,M,White,2106-3,2007,2007,53,206850,25.6
Alabama,1,25-34 years,25-34,Male,M,White,2106-3,2008,2008,98,208129,47.1
Alabama,1,25-34 years,25-34,Male,M,White,2106-3,2009,2009,102,209864,48.6
Alabama,1,25-34 years,25-34,Male,M,White,2106-3,2010,2010,98,210492,46.6
Alabama,1,25-34 years,25-34,Male,M,White,2106-3,2011,2011,84,211472,39.7
Alabama,1,25-34 years,25-34,Male,M,White,2106-3,2012,2012,100,211611,47.3
Alabama,1,25-34 years,25-34,Male,M,White,2106-3,2013,2013,106,211864,50
Alabama,1,25-34 years,25-34,Male,M,White,2106-3,2014,2014,105,212565,49.4
Alabama,1,25-34 years,25-34,Male,M,White,2106-3,2015,2015,98,213746,45.8
Alabama,1,35-44 years,35-44,Female,F,Black or African American,2054-5,2013,2013,10,89204,Unreliable
Alabama,1,35-44 years,35-44,Male,M,Black or African American,2054-5,1999,1999,10,79364,Unreliable
Alabama,1,35-44 years,35-44,Male,M,Black or African American,2054-5,2001,2001,10,78496,Unreliable
Alabama,1,35-44 years,35-44,Male,M,Black or African American,2054-5,2002,2002,10,76959,Unreliable
Alabama,1,35-44 years,35-44,Male,M,Black or African American,2054-5,2003,2003,10,75620,Unreliable
Alabama,1,35-44 years,35-44,Male,M,Black or African American,2054-5,2004,2004,13,74562,Unreliable
Alabama,1,35-44 years,35-44,Male,M,Black or African American,2054-5,2013,2013,11,73286,Unreliable
Alabama,1,35-44 years,35-44,Male,M,Black or African American,2054-5,2014,2014,13,74331,Unreliable
Alabama,1,35-44 years,35-44,Male,M,Black or African American,2054-5,2015,2015,12,75441,Unreliable
Alabama,1,35-44 years,35-44,Female,F,White,2106-3,1999,1999,18,249564,Unreliable
Alabama,1,35-44 years,35-44,Female,F,White,2106-3,2000,2000,34,248709,13.7
Alabama,1,35-44 years,35-44,Female,F,White,2106-3,2001,2001,35,245601,14.3
Alabama,1,35-44 years,35-44,Female,F,White,2106-3,2002,2002,24,241173,10
Alabama,1,35-44 years,35-44,Female,F,White,2106-3,2003,2003,23,236690,9.7
Alabama,1,35-44 years,35-44,Female,F,White,2106-3,2004,2004,35,233451,15
Alabama,1,35-44 years,35-44,Female,F,White,2106-3,2005,2005,33,231670,14.2
Alabama,1,35-44 years,35-44,Female,F,White,2106-3,2006,2006,48,230972,20.8
Alabama,1,35-44 years,35-44,Female,F,White,2106-3,2007,2007,53,228870,23.2
Alabama,1,35-44 years,35-44,Female,F,White,2106-3,2008,2008,77,225810,34.1
Alabama,1,35-44 years,35-44,Female,F,White,2106-3,2009,2009,82,221942,36.9
Alabama,1,35-44 years,35-44,Female,F,White,2106-3,2010,2010,61,218975,27.9
Alabama,1,35-44 years,35-44,Female,F,White,2106-3,2011,2011,55,214663,25.6
Alabama,1,35-44 years,35-44,Female,F,White,2106-3,2012,2012,50,213202,23.5
Alabama,1,35-44 years,35-44,Female,F,White,2106-3,2013,2013,57,212735,26.8
Alabama,1,35-44 years,35-44,Female,F,White,2106-3,2014,2014,76,210863,36
Alabama,1,35-44 years,35-44,Female,F,White,2106-3,2015,2015,73,208137,35.1
Alabama,1,35-44 years,35-44,Male,M,White,2106-3,1999,1999,30,251701,11.9
Alabama,1,35-44 years,35-44,Male,M,White,2106-3,2000,2000,42,251014,16.7
Alabama,1,35-44 years,35-44,Male,M,White,2106-3,2001,2001,35,247372,14.1
Alabama,1,35-44 years,35-44,Male,M,White,2106-3,2002,2002,36,242919,14.8
Alabama,1,35-44 years,35-44,Male,M,White,2106-3,2003,2003,47,239017,19.7
Alabama,1,35-44 years,35-44,Male,M,White,2106-3,2004,2004,46,236652,19.4
Alabama,1,35-44 years,35-44,Male,M,White,2106-3,2005,2005,45,234481,19.2
Alabama,1,35-44 years,35-44,Male,M,White,2106-3,2006,2006,58,233999,24.8
Alabama,1,35-44 years,35-44,Male,M,White,2106-3,2007,2007,88,232053,37.9
Alabama,1,35-44 years,35-44,Male,M,White,2106-3,2008,2008,68,228887,29.7
Alabama,1,35-44 years,35-44,Male,M,White,2106-3,2009,2009,84,226271,37.1
Alabama,1,35-44 years,35-44,Male,M,White,2106-3,2010,2010,79,222558,35.5
Alabama,1,35-44 years,35-44,Male,M,White,2106-3,2011,2011,85,217046,39.2
Alabama,1,35-44 years,35-44,Male,M,White,2106-3,2012,2012,87,215438,40.4
Alabama,1,35-44 years,35-44,Male,M,White,2106-3,2013,2013,80,214464,37.3
Alabama,1,35-44 years,35-44,Male,M,White,2106-3,2014,2014,93,211753,43.9
Alabama,1,35-44 years,35-44,Male,M,White,2106-3,2015,2015,103,208694,49.4
Alabama,1,45-54 years,45-54,Female,F,Black or African American,2054-5,2015,2015,12,90735,Unreliable
Alabama,1,45-54 years,45-54,Male,M,Black or African American,2054-5,2001,2001,11,68049,Unreliable
Alabama,1,45-54 years,45-54,Male,M,Black or African American,2054-5,2005,2005,10,76299,Unreliable
Alabama,1,45-54 years,45-54,Male,M,Black or African American,2054-5,2007,2007,11,79306,Unreliable
Alabama,1,45-54 years,45-54,Male,M,Black or African American,2054-5,2008,2008,17,80120,Unreliable
Alabama,1,45-54 years,45-54,Male,M,Black or African American,2054-5,2011,2011,12,79831,Unreliable
Alabama,1,45-54 years,45-54,Male,M,Black or African American,2054-5,2014,2014,13,75697,Unreliable
Alabama,1,45-54 years,45-54,Male,M,Black or African American,2054-5,2015,2015,15,74525,Unreliable
Alabama,1,45-54 years,45-54,Female,F,White,2106-3,1999,1999,18,224926,Unreliable
Alabama,1,45-54 years,45-54,Female,F,White,2106-3,2000,2000,17,228543,Unreliable
Alabama,1,45-54 years,45-54,Female,F,White,2106-3,2001,2001,17,235076,Unreliable
Alabama,1,45-54 years,45-54,Female,F,White,2106-3,2002,2002,27,235189,11.5
Alabama,1,45-54 years,45-54,Female,F,White,2106-3,2003,2003,22,236986,9.3
Alabama,1,45-54 years,45-54,Female,F,White,2106-3,2004,2004,29,239477,12.1
Alabama,1,45-54 years,45-54,Female,F,White,2106-3,2005,2005,31,242281,12.8
Alabama,1,45-54 years,45-54,Female,F,White,2106-3,2006,2006,37,246393,15
Alabama,1,45-54 years,45-54,Female,F,White,2106-3,2007,2007,62,249100,24.9
Alabama,1,45-54 years,45-54,Female,F,White,2106-3,2008,2008,95,251274,37.8
Alabama,1,45-54 years,45-54,Female,F,White,2106-3,2009,2009,77,252180,30.5
Alabama,1,45-54 years,45-54,Female,F,White,2106-3,2010,2010,78,252403,30.9
Alabama,1,45-54 years,45-54,Female,F,White,2106-3,2011,2011,88,249168,35.3
Alabama,1,45-54 years,45-54,Female,F,White,2106-3,2012,2012,81,244754,33.1
Alabama,1,45-54 years,45-54,Female,F,White,2106-3,2013,2013,68,240989,28.2
Alabama,1,45-54 years,45-54,Female,F,White,2106-3,2014,2014,87,237891,36.6
Alabama,1,45-54 years,45-54,Female,F,White,2106-3,2015,2015,96,235343,40.8
Alabama,1,45-54 years,45-54,Male,M,White,2106-3,1999,1999,14,220012,Unreliable
Alabama,1,45-54 years,45-54,Male,M,White,2106-3,2000,2000,16,224184,Unreliable
Alabama,1,45-54 years,45-54,Male,M,White,2106-3,2001,2001,29,231429,12.5
Alabama,1,45-54 years,45-54,Male,M,White,2106-3,2002,2002,20,231551,8.6
Alabama,1,45-54 years,45-54,Male,M,White,2106-3,2003,2003,24,233545,10.3
Alabama,1,45-54 years,45-54,Male,M,White,2106-3,2004,2004,43,235425,18.3
Alabama,1,45-54 years,45-54,Male,M,White,2106-3,2005,2005,43,238988,18
Alabama,1,45-54 years,45-54,Male,M,White,2106-3,2006,2006,50,242960,20.6
Alabama,1,45-54 years,45-54,Male,M,White,2106-3,2007,2007,55,246065,22.4
Alabama,1,45-54 years,45-54,Male,M,White,2106-3,2008,2008,61,248457,24.6
Alabama,1,45-54 years,45-54,Male,M,White,2106-3,2009,2009,71,250542,28.3
Alabama,1,45-54 years,45-54,Male,M,White,2106-3,2010,2010,69,250831,27.5
Alabama,1,45-54 years,45-54,Male,M,White,2106-3,2011,2011,64,246852,25.9
Alabama,1,45-54 years,45-54,Male,M,White,2106-3,2012,2012,70,242514,28.9
Alabama,1,45-54 years,45-54,Male,M,White,2106-3,2013,2013,67,239311,28
Alabama,1,45-54 years,45-54,Male,M,White,2106-3,2014,2014,83,236505,35.1
Alabama,1,45-54 years,45-54,Male,M,White,2106-3,2015,2015,99,233703,42.4
Alabama,1,55-64 years,55-64,Male,M,Black or African American,2054-5,2007,2007,11,52309,Unreliable
Alabama,1,55-64 years,55-64,Male,M,Black or African American,2054-5,2015,2015,10,71448,Unreliable
Alabama,1,55-64 years,55-64,Female,F,White,2106-3,2001,2001,10,176604,Unreliable
Alabama,1,55-64 years,55-64,Female,F,White,2106-3,2002,2002,12,185439,Unreliable
Alabama,1,55-64 years,55-64,Female,F,White,2106-3,2004,2004,11,198134,Unreliable
Alabama,1,55-64 years,55-64,Female,F,White,2106-3,2006,2006,22,210708,10.4
Alabama,1,55-64 years,55-64,Female,F,White,2106-3,2007,2007,31,215768,14.4
Alabama,1,55-64 years,55-64,Female,F,White,2106-3,2008,2008,39,219036,17.8
Alabama,1,55-64 years,55-64,Female,F,White,2106-3,2009,2009,41,223914,18.3
Alabama,1,55-64 years,55-64,Female,F,White,2106-3,2010,2010,23,228369,10.1
Alabama,1,55-64 years,55-64,Female,F,White,2106-3,2011,2011,24,235054,10.2
Alabama,1,55-64 years,55-64,Female,F,White,2106-3,2012,2012,25,234849,10.6
Alabama,1,55-64 years,55-64,Female,F,White,2106-3,2013,2013,38,236172,16.1
Alabama,1,55-64 years,55-64,Female,F,White,2106-3,2014,2014,67,237390,28.2
Alabama,1,55-64 years,55-64,Female,F,White,2106-3,2015,2015,46,239611,19.2
Alabama,1,55-64 years,55-64,Male,M,White,2106-3,2003,2003,10,179694,Unreliable
Alabama,1,55-64 years,55-64,Male,M,White,2106-3,2006,2006,14,198176,Unreliable
Alabama,1,55-64 years,55-64,Male,M,White,2106-3,2007,2007,19,203470,Unreliable
Alabama,1,55-64 years,55-64,Male,M,White,2106-3,2008,2008,42,207061,20.3
Alabama,1,55-64 years,55-64,Male,M,White,2106-3,2009,2009,31,211344,14.7
Alabama,1,55-64 years,55-64,Male,M,White,2106-3,2010,2010,26,215875,12
Alabama,1,55-64 years,55-64,Male,M,White,2106-3,2011,2011,27,222512,12.1
Alabama,1,55-64 years,55-64,Male,M,White,2106-3,2012,2012,33,222293,14.8
Alabama,1,55-64 years,55-64,Male,M,White,2106-3,2013,2013,43,223435,19.2
Alabama,1,55-64 years,55-64,Male,M,White,2106-3,2014,2014,56,224776,24.9
Alabama,1,55-64 years,55-64,Male,M,White,2106-3,2015,2015,55,227147,24.2
Alabama,1,65-74 years,65-74,Female,F,White,2106-3,2011,2011,12,163293,Unreliable
Alabama,1,65-74 years,65-74,Female,F,White,2106-3,2014,2014,14,184237,Unreliable
Alabama,1,65-74 years,65-74,Male,M,White,2106-3,2011,2011,11,142683,Unreliable
Alabama,1,65-74 years,65-74,Male,M,White,2106-3,2012,2012,11,151500,Unreliable
Alabama,1,65-74 years,65-74,Male,M,White,2106-3,2014,2014,10,162746,Unreliable
Alabama,1,75-84 years,75-84,Female,F,White,2106-3,2004,2004,10,101199,Unreliable
Alaska,2,15-24 years,15-24,Male,M,White,2106-3,2009,2009,10,36861,Unreliable
Alaska,2,15-24 years,15-24,Male,M,White,2106-3,2012,2012,10,39421,Unreliable
Alaska,2,25-34 years,25-34,Male,M,White,2106-3,2007,2007,13,34822,Unreliable
Alaska,2,25-34 years,25-34,Male,M,White,2106-3,2008,2008,13,36239,Unreliable
Alaska,2,25-34 years,25-34,Male,M,White,2106-3,2011,2011,11,40214,Unreliable
Alaska,2,25-34 years,25-34,Male,M,White,2106-3,2012,2012,16,42227,Unreliable
Alaska,2,25-34 years,25-34,Male,M,White,2106-3,2013,2013,16,44285,Unreliable
Alaska,2,25-34 years,25-34,Male,M,White,2106-3,2014,2014,15,45720,Unreliable
Alaska,2,25-34 years,25-34,Male,M,White,2106-3,2015,2015,12,46441,Unreliable
Alaska,2,35-44 years,35-44,Female,F,White,2106-3,2001,2001,11,40926,Unreliable
Alaska,2,35-44 years,35-44,Female,F,White,2106-3,2002,2002,15,39442,Unreliable
Alaska,2,35-44 years,35-44,Female,F,White,2106-3,2003,2003,10,38154,Unreliable
Alaska,2,35-44 years,35-44,Female,F,White,2106-3,2004,2004,13,37345,Unreliable
Alaska,2,35-44 years,35-44,Female,F,White,2106-3,2008,2008,10,33303,Unreliable
Alaska,2,35-44 years,35-44,Female,F,White,2106-3,2012,2012,11,31972,Unreliable
Alaska,2,35-44 years,35-44,Male,M,White,2106-3,1999,1999,10,47259,Unreliable
Alaska,2,35-44 years,35-44,Male,M,White,2106-3,2001,2001,15,43904,Unreliable
Alaska,2,35-44 years,35-44,Male,M,White,2106-3,2002,2002,12,42258,Unreliable
Alaska,2,35-44 years,35-44,Male,M,White,2106-3,2003,2003,13,40441,Unreliable
Alaska,2,35-44 years,35-44,Male,M,White,2106-3,2005,2005,11,38877,Unreliable
Alaska,2,35-44 years,35-44,Male,M,White,2106-3,2006,2006,12,37907,Unreliable
Alaska,2,35-44 years,35-44,Male,M,White,2106-3,2008,2008,15,36495,Unreliable
Alaska,2,35-44 years,35-44,Male,M,White,2106-3,2009,2009,10,35227,Unreliable
Alaska,2,35-44 years,35-44,Male,M,White,2106-3,2011,2011,12,35346,Unreliable
Alaska,2,35-44 years,35-44,Male,M,White,2106-3,2013,2013,18,34698,Unreliable
Alaska,2,35-44 years,35-44,Male,M,White,2106-3,2014,2014,12,34199,Unreliable
Alaska,2,45-54 years,45-54,Female,F,White,2106-3,2004,2004,12,40189,Unreliable
Alaska,2,45-54 years,45-54,Female,F,White,2106-3,2007,2007,10,41429,Unreliable
Alaska,2,45-54 years,45-54,Female,F,White,2106-3,2008,2008,11,41050,Unreliable
Alaska,2,45-54 years,45-54,Female,F,White,2106-3,2009,2009,13,41049,Unreliable
Alaska,2,45-54 years,45-54,Female,F,White,2106-3,2011,2011,10,39353,Unreliable
Alaska,2,45-54 years,45-54,Female,F,White,2106-3,2014,2014,13,34050,Unreliable
Alaska,2,45-54 years,45-54,Male,M,White,2106-3,2002,2002,16,44217,Unreliable
Alaska,2,45-54 years,45-54,Male,M,White,2106-3,2003,2003,10,45071,Unreliable
Alaska,2,45-54 years,45-54,Male,M,White,2106-3,2005,2005,12,45988,Unreliable
Alaska,2,45-54 years,45-54,Male,M,White,2106-3,2006,2006,11,46363,Unreliable
Alaska,2,45-54 years,45-54,Male,M,White,2106-3,2007,2007,11,46049,Unreliable
Alaska,2,45-54 years,45-54,Male,M,White,2106-3,2008,2008,18,45316,Unreliable
Alaska,2,45-54 years,45-54,Male,M,White,2106-3,2009,2009,21,45671,46
Alaska,2,45-54 years,45-54,Male,M,White,2106-3,2010,2010,15,44864,Unreliable
Alaska,2,45-54 years,45-54,Male,M,White,2106-3,2011,2011,17,43801,Unreliable
Alaska,2,45-54 years,45-54,Male,M,White,2106-3,2012,2012,18,42025,Unreliable
Alaska,2,45-54 years,45-54,Male,M,White,2106-3,2013,2013,13,39345,Unreliable
Alaska,2,45-54 years,45-54,Male,M,White,2106-3,2015,2015,13,36427,Unreliable
Alaska,2,55-64 years,55-64,Male,M,White,2106-3,2009,2009,11,36141,Unreliable
Alaska,2,55-64 years,55-64,Male,M,White,2106-3,2013,2013,10,38748,Unreliable
Arizona,4,15-24 years,15-24,Female,F,White,2106-3,2001,2001,10,312392,Unreliable
Arizona,4,15-24 years,15-24,Female,F,White,2106-3,2002,2002,11,320132,Unreliable
Arizona,4,15-24 years,15-24,Female,F,White,2106-3,2004,2004,18,331745,Unreliable
Arizona,4,15-24 years,15-24,Female,F,White,2106-3,2005,2005,16,337930,Unreliable
Arizona,4,15-24 years,15-24,Female,F,White,2106-3,2006,2006,19,344834,Unreliable
Arizona,4,15-24 years,15-24,Female,F,White,2106-3,2007,2007,22,351441,6.3
Arizona,4,15-24 years,15-24,Female,F,White,2106-3,2008,2008,12,357516,Unreliable
Arizona,4,15-24 years,15-24,Female,F,White,2106-3,2009,2009,15,360042,Unreliable
Arizona,4,15-24 years,15-24,Female,F,White,2106-3,2010,2010,32,361142,8.9
Arizona,4,15-24 years,15-24,Female,F,White,2106-3,2011,2011,29,363581,8
Arizona,4,15-24 years,15-24,Female,F,White,2106-3,2012,2012,20,365805,5.5
Arizona,4,15-24 years,15-24,Female,F,White,2106-3,2013,2013,32,370679,8.6
Arizona,4,15-24 years,15-24,Female,F,White,2106-3,2014,2014,23,374316,6.1
Arizona,4,15-24 years,15-24,Female,F,White,2106-3,2015,2015,30,375257,8
Arizona,4,15-24 years,15-24,Male,M,White,2106-3,1999,1999,22,320475,6.9
Arizona,4,15-24 years,15-24,Male,M,White,2106-3,2000,2000,26,329792,7.9
Arizona,4,15-24 years,15-24,Male,M,White,2106-3,2001,2001,29,341163,8.5
Arizona,4,15-24 years,15-24,Male,M,White,2106-3,2002,2002,35,348423,10
Arizona,4,15-24 years,15-24,Male,M,White,2106-3,2003,2003,44,352708,12.5
Arizona,4,15-24 years,15-24,Male,M,White,2106-3,2004,2004,47,358943,13.1
Arizona,4,15-24 years,15-24,Male,M,White,2106-3,2005,2005,55,366377,15
Arizona,4,15-24 years,15-24,Male,M,White,2106-3,2006,2006,56,373902,15
Arizona,4,15-24 years,15-24,Male,M,White,2106-3,2007,2007,68,380508,17.9
Arizona,4,15-24 years,15-24,Male,M,White,2106-3,2008,2008,55,384411,14.3
Arizona,4,15-24 years,15-24,Male,M,White,2106-3,2009,2009,74,384290,19.3
Arizona,4,15-24 years,15-24,Male,M,White,2106-3,2010,2010,87,384067,22.7
Arizona,4,15-24 years,15-24,Male,M,White,2106-3,2011,2011,83,389070,21.3
Arizona,4,15-24 years,15-24,Male,M,White,2106-3,2012,2012,70,390595,17.9
Arizona,4,15-24 years,15-24,Male,M,White,2106-3,2013,2013,86,394845,21.8
Arizona,4,15-24 years,15-24,Male,M,White,2106-3,2014,2014,53,396426,13.4
Arizona,4,15-24 years,15-24,Male,M,White,2106-3,2015,2015,75,397264,18.9
Arizona,4,25-34 years,25-34,Female,F,White,2106-3,1999,1999,26,309150,8.4
Arizona,4,25-34 years,25-34,Female,F,White,2106-3,2000,2000,27,309739,8.7
Arizona,4,25-34 years,25-34,Female,F,White,2106-3,2001,2001,23,310995,7.4
Arizona,4,25-34 years,25-34,Female,F,White,2106-3,2002,2002,29,315988,9.2
Arizona,4,25-34 years,25-34,Female,F,White,2106-3,2003,2003,42,320015,13.1
Arizona,4,25-34 years,25-34,Female,F,White,2106-3,2004,2004,24,326752,7.3
Arizona,4,25-34 years,25-34,Female,F,White,2106-3,2005,2005,37,336776,11
Arizona,4,25-34 years,25-34,Female,F,White,2106-3,2006,2006,36,346502,10.4
Arizona,4,25-34 years,25-34,Female,F,White,2106-3,2007,2007,48,350471,13.7
Arizona,4,25-34 years,25-34,Female,F,White,2106-3,2008,2008,38,352037,10.8
Arizona,4,25-34 years,25-34,Female,F,White,2106-3,2009,2009,53,351015,15.1
Arizona,4,25-34 years,25-34,Female,F,White,2106-3,2010,2010,67,349126,19.2
Arizona,4,25-34 years,25-34,Female,F,White,2106-3,2011,2011,61,352462,17.3
Arizona,4,25-34 years,25-34,Female,F,White,2106-3,2012,2012,69,352764,19.6
Arizona,4,25-34 years,25-34,Female,F,White,2106-3,2013,2013,58,351867,16.5
Arizona,4,25-34 years,25-34,Female,F,White,2106-3,2014,2014,68,357099,19
Arizona,4,25-34 years,25-34,Female,F,White,2106-3,2015,2015,86,360982,23.8
Arizona,4,25-34 years,25-34,Male,M,White,2106-3,1999,1999,73,336511,21.7
Arizona,4,25-34 years,25-34,Male,M,White,2106-3,2000,2000,76,339294,22.4
Arizona,4,25-34 years,25-34,Male,M,White,2106-3,2001,2001,71,339972,20.9
Arizona,4,25-34 years,25-34,Male,M,White,2106-3,2002,2002,65,343763,18.9
Arizona,4,25-34 years,25-34,Male,M,White,2106-3,2003,2003,69,345885,19.9
Arizona,4,25-34 years,25-34,Male,M,White,2106-3,2004,2004,70,351426,19.9
Arizona,4,25-34 years,25-34,Male,M,White,2106-3,2005,2005,71,358661,19.8
Arizona,4,25-34 years,25-34,Male,M,White,2106-3,2006,2006,93,366623,25.4
Arizona,4,25-34 years,25-34,Male,M,White,2106-3,2007,2007,96,369557,26
Arizona,4,25-34 years,25-34,Male,M,White,2106-3,2008,2008,79,370427,21.3
Arizona,4,25-34 years,25-34,Male,M,White,2106-3,2009,2009,121,367937,32.9
Arizona,4,25-34 years,25-34,Male,M,White,2106-3,2010,2010,117,364994,32.1
Arizona,4,25-34 years,25-34,Male,M,White,2106-3,2011,2011,127,371728,34.2
Arizona,4,25-34 years,25-34,Male,M,White,2106-3,2012,2012,124,373064,33.2
Arizona,4,25-34 years,25-34,Male,M,White,2106-3,2013,2013,120,374252,32.1
Arizona,4,25-34 years,25-34,Male,M,White,2106-3,2014,2014,136,379026,35.9
Arizona,4,25-34 years,25-34,Male,M,White,2106-3,2015,2015,138,383763,36
Arizona,4,35-44 years,35-44,Male,M,Black or African American,2054-5,2002,2002,12,16969,Unreliable
Arizona,4,35-44 years,35-44,Male,M,Black or African American,2054-5,2006,2006,10,20007,Unreliable
Arizona,4,35-44 years,35-44,Male,M,Black or African American,2054-5,2007,2007,10,20872,Unreliable
Arizona,4,35-44 years,35-44,Female,F,White,2106-3,1999,1999,40,333472,12
Arizona,4,35-44 years,35-44,Female,F,White,2106-3,2000,2000,51,336036,15.2
Arizona,4,35-44 years,35-44,Female,F,White,2106-3,2001,2001,66,338716,19.5
Arizona,4,35-44 years,35-44,Female,F,White,2106-3,2002,2002,63,339381,18.6
Arizona,4,35-44 years,35-44,Female,F,White,2106-3,2003,2003,67,338860,19.8
Arizona,4,35-44 years,35-44,Female,F,White,2106-3,2004,2004,67,340932,19.7
Arizona,4,35-44 years,35-44,Female,F,White,2106-3,2005,2005,80,346451,23.1
Arizona,4,35-44 years,35-44,Female,F,White,2106-3,2006,2006,87,351504,24.8
Arizona,4,35-44 years,35-44,Female,F,White,2106-3,2007,2007,80,352300,22.7
Arizona,4,35-44 years,35-44,Female,F,White,2106-3,2008,2008,72,350166,20.6
Arizona,4,35-44 years,35-44,Female,F,White,2106-3,2009,2009,80,346252,23.1
Arizona,4,35-44 years,35-44,Female,F,White,2106-3,2010,2010,89,343924,25.9
Arizona,4,35-44 years,35-44,Female,F,White,2106-3,2011,2011,96,342631,28
Arizona,4,35-44 years,35-44,Female,F,White,2106-3,2012,2012,92,343002,26.8
