State,State Code,Ten-Year Age Groups,Ten-Year Age Groups Code,Gender,Gender Code,Race,Race Code,Year,Year Code,Deaths,Population,Crude Rate
Michigan,26,65-74 years,65-74,Female,F,White,2106-3,2009,2009,21,328484,6.4
Michigan,26,65-74 years,65-74,Female,F,White,2106-3,2010,2010,25,333576,7.5
Michigan,26,65-74 years,65-74,Female,F,White,2106-3,2011,2011,17,341559,Unreliable
Michigan,26,65-74 years,65-74,Female,F,White,2106-3,2012,2012,18,363231,Unreliable
Michigan,26,65-74 years,65-74,Female,F,White,2106-3,2013,2013,18,379483,Unreliable
Michigan,26,65-74 years,65-74,Female,F,White,2106-3,2014,2014,27,395097,6.8
Michigan,26,65-74 years,65-74,Female,F,White,2106-3,2015,2015,27,409478,6.6
Michigan,26,65-74 years,65-74,Male,M,White,2106-3,2006,2006,10,262560,Unreliable
Michigan,26,65-74 years,65-74,Male,M,White,2106-3,2007,2007,14,270923,Unreliable
Michigan,26,65-74 years,65-74,Male,M,White,2106-3,2009,2009,18,294302,Unreliable
Michigan,26,65-74 years,65-74,Male,M,White,2106-3,2010,2010,10,300415,Unreliable
Michigan,26,65-74 years,65-74,Male,M,White,2106-3,2011,2011,19,308977,Unreliable
Michigan,26,65-74 years,65-74,Male,M,White,2106-3,2012,2012,17,331160,Unreliable
Michigan,26,65-74 years,65-74,Male,M,White,2106-3,2013,2013,15,347498,Unreliable
Michigan,26,65-74 years,65-74,Male,M,White,2106-3,2014,2014,22,361735,6.1
Michigan,26,65-74 years,65-74,Male,M,White,2106-3,2015,2015,32,376261,8.5
Michigan,26,75-84 years,75-84,Female,F,White,2106-3,2000,2000,11,237447,Unreliable
Michigan,26,75-84 years,75-84,Female,F,White,2106-3,2005,2005,11,241554,Unreliable
Michigan,26,75-84 years,75-84,Female,F,White,2106-3,2006,2006,14,240035,Unreliable
Michigan,26,75-84 years,75-84,Female,F,White,2106-3,2009,2009,15,230686,Unreliable
Michigan,26,75-84 years,75-84,Male,M,White,2106-3,2004,2004,14,165777,Unreliable
Michigan,26,75-84 years,75-84,Male,M,White,2106-3,2005,2005,12,167557,Unreliable
Michigan,26,75-84 years,75-84,Male,M,White,2106-3,2006,2006,11,168749,Unreliable
Minnesota,27,15-24 years,15-24,Female,F,White,2106-3,2010,2010,13,297597,Unreliable
Minnesota,27,15-24 years,15-24,Female,F,White,2106-3,2014,2014,11,292729,Unreliable
Minnesota,27,15-24 years,15-24,Male,M,White,2106-3,1999,1999,10,313471,Unreliable
Minnesota,27,15-24 years,15-24,Male,M,White,2106-3,2001,2001,11,324570,Unreliable
Minnesota,27,15-24 years,15-24,Male,M,White,2106-3,2002,2002,11,327785,Unreliable
Minnesota,27,15-24 years,15-24,Male,M,White,2106-3,2003,2003,24,331341,7.2
Minnesota,27,15-24 years,15-24,Male,M,White,2106-3,2005,2005,16,330406,Unreliable
Minnesota,27,15-24 years,15-24,Male,M,White,2106-3,2006,2006,21,329271,6.4
Minnesota,27,15-24 years,15-24,Male,M,White,2106-3,2007,2007,23,324597,7.1
Minnesota,27,15-24 years,15-24,Male,M,White,2106-3,2008,2008,20,320214,6.2
Minnesota,27,15-24 years,15-24,Male,M,White,2106-3,2009,2009,36,315239,11.4
Minnesota,27,15-24 years,15-24,Male,M,White,2106-3,2010,2010,20,310542,6.4
Minnesota,27,15-24 years,15-24,Male,M,White,2106-3,2011,2011,36,308878,11.7
Minnesota,27,15-24 years,15-24,Male,M,White,2106-3,2012,2012,38,306161,12.4
Minnesota,27,15-24 years,15-24,Male,M,White,2106-3,2013,2013,31,303849,10.2
Minnesota,27,15-24 years,15-24,Male,M,White,2106-3,2014,2014,36,302220,11.9
Minnesota,27,15-24 years,15-24,Male,M,White,2106-3,2015,2015,35,301388,11.6
Minnesota,27,25-34 years,25-34,Female,F,White,2106-3,2002,2002,11,286013,Unreliable
Minnesota,27,25-34 years,25-34,Female,F,White,2106-3,2003,2003,15,283101,Unreliable
Minnesota,27,25-34 years,25-34,Female,F,White,2106-3,2004,2004,14,280263,Unreliable
Minnesota,27,25-34 years,25-34,Female,F,White,2106-3,2005,2005,16,278234,Unreliable
Minnesota,27,25-34 years,25-34,Female,F,White,2106-3,2006,2006,12,277272,Unreliable
Minnesota,27,25-34 years,25-34,Female,F,White,2106-3,2007,2007,10,284091,Unreliable
Minnesota,27,25-34 years,25-34,Female,F,White,2106-3,2008,2008,15,290204,Unreliable
Minnesota,27,25-34 years,25-34,Female,F,White,2106-3,2009,2009,18,295769,Unreliable
Minnesota,27,25-34 years,25-34,Female,F,White,2106-3,2010,2010,31,299242,10.4
Minnesota,27,25-34 years,25-34,Female,F,White,2106-3,2011,2011,19,304461,Unreliable
Minnesota,27,25-34 years,25-34,Female,F,White,2106-3,2012,2012,26,305739,8.5
Minnesota,27,25-34 years,25-34,Female,F,White,2106-3,2013,2013,37,305467,12.1
Minnesota,27,25-34 years,25-34,Female,F,White,2106-3,2014,2014,24,304688,7.9
Minnesota,27,25-34 years,25-34,Female,F,White,2106-3,2015,2015,33,301560,10.9
Minnesota,27,25-34 years,25-34,Male,M,White,2106-3,1999,1999,13,306421,Unreliable
Minnesota,27,25-34 years,25-34,Male,M,White,2106-3,2000,2000,10,302711,Unreliable
Minnesota,27,25-34 years,25-34,Male,M,White,2106-3,2001,2001,25,298167,8.4
Minnesota,27,25-34 years,25-34,Male,M,White,2106-3,2002,2002,21,295675,7.1
Minnesota,27,25-34 years,25-34,Male,M,White,2106-3,2003,2003,20,293310,6.8
Minnesota,27,25-34 years,25-34,Male,M,White,2106-3,2004,2004,34,291697,11.7
Minnesota,27,25-34 years,25-34,Male,M,White,2106-3,2005,2005,31,290958,10.7
Minnesota,27,25-34 years,25-34,Male,M,White,2106-3,2006,2006,41,291193,14.1
Minnesota,27,25-34 years,25-34,Male,M,White,2106-3,2007,2007,25,297137,8.4
Minnesota,27,25-34 years,25-34,Male,M,White,2106-3,2008,2008,54,303507,17.8
Minnesota,27,25-34 years,25-34,Male,M,White,2106-3,2009,2009,39,308487,12.6
Minnesota,27,25-34 years,25-34,Male,M,White,2106-3,2010,2010,45,310854,14.5
Minnesota,27,25-34 years,25-34,Male,M,White,2106-3,2011,2011,58,316560,18.3
Minnesota,27,25-34 years,25-34,Male,M,White,2106-3,2012,2012,53,317484,16.7
Minnesota,27,25-34 years,25-34,Male,M,White,2106-3,2013,2013,56,318253,17.6
Minnesota,27,25-34 years,25-34,Male,M,White,2106-3,2014,2014,63,316861,19.9
Minnesota,27,25-34 years,25-34,Male,M,White,2106-3,2015,2015,73,314003,23.2
Minnesota,27,35-44 years,35-44,Male,M,Black or African American,2054-5,2014,2014,10,23948,Unreliable
Minnesota,27,35-44 years,35-44,Female,F,White,2106-3,1999,1999,20,381344,5.2
Minnesota,27,35-44 years,35-44,Female,F,White,2106-3,2000,2000,15,380599,Unreliable
Minnesota,27,35-44 years,35-44,Female,F,White,2106-3,2001,2001,13,377535,Unreliable
Minnesota,27,35-44 years,35-44,Female,F,White,2106-3,2002,2002,22,370392,5.9
Minnesota,27,35-44 years,35-44,Female,F,White,2106-3,2003,2003,23,361389,6.4
Minnesota,27,35-44 years,35-44,Female,F,White,2106-3,2004,2004,33,353139,9.3
Minnesota,27,35-44 years,35-44,Female,F,White,2106-3,2005,2005,30,344548,8.7
Minnesota,27,35-44 years,35-44,Female,F,White,2106-3,2006,2006,37,336103,11
Minnesota,27,35-44 years,35-44,Female,F,White,2106-3,2007,2007,34,325195,10.5
Minnesota,27,35-44 years,35-44,Female,F,White,2106-3,2008,2008,39,313002,12.5
Minnesota,27,35-44 years,35-44,Female,F,White,2106-3,2009,2009,33,302369,10.9
Minnesota,27,35-44 years,35-44,Female,F,White,2106-3,2010,2010,28,295564,9.5
Minnesota,27,35-44 years,35-44,Female,F,White,2106-3,2011,2011,40,288266,13.9
Minnesota,27,35-44 years,35-44,Female,F,White,2106-3,2012,2012,41,284562,14.4
Minnesota,27,35-44 years,35-44,Female,F,White,2106-3,2013,2013,40,283190,14.1
Minnesota,27,35-44 years,35-44,Female,F,White,2106-3,2014,2014,55,281740,19.5
Minnesota,27,35-44 years,35-44,Female,F,White,2106-3,2015,2015,58,281159,20.6
Minnesota,27,35-44 years,35-44,Male,M,White,2106-3,1999,1999,27,385748,7
Minnesota,27,35-44 years,35-44,Male,M,White,2106-3,2000,2000,32,384725,8.3
Minnesota,27,35-44 years,35-44,Male,M,White,2106-3,2001,2001,36,380414,9.5
Minnesota,27,35-44 years,35-44,Male,M,White,2106-3,2002,2002,40,372782,10.7
Minnesota,27,35-44 years,35-44,Male,M,White,2106-3,2003,2003,47,364258,12.9
Minnesota,27,35-44 years,35-44,Male,M,White,2106-3,2004,2004,42,356433,11.8
Minnesota,27,35-44 years,35-44,Male,M,White,2106-3,2005,2005,48,348170,13.8
Minnesota,27,35-44 years,35-44,Male,M,White,2106-3,2006,2006,40,339329,11.8
Minnesota,27,35-44 years,35-44,Male,M,White,2106-3,2007,2007,45,329189,13.7
Minnesota,27,35-44 years,35-44,Male,M,White,2106-3,2008,2008,39,317517,12.3
Minnesota,27,35-44 years,35-44,Male,M,White,2106-3,2009,2009,57,306237,18.6
Minnesota,27,35-44 years,35-44,Male,M,White,2106-3,2010,2010,41,299650,13.7
Minnesota,27,35-44 years,35-44,Male,M,White,2106-3,2011,2011,45,293897,15.3
Minnesota,27,35-44 years,35-44,Male,M,White,2106-3,2012,2012,44,291547,15.1
Minnesota,27,35-44 years,35-44,Male,M,White,2106-3,2013,2013,49,291120,16.8
Minnesota,27,35-44 years,35-44,Male,M,White,2106-3,2014,2014,48,290685,16.5
Minnesota,27,35-44 years,35-44,Male,M,White,2106-3,2015,2015,48,291813,16.4
Minnesota,27,45-54 years,45-54,Male,M,Black or African American,2054-5,2006,2006,11,14372,Unreliable
Minnesota,27,45-54 years,45-54,Male,M,Black or African American,2054-5,2007,2007,10,15348,Unreliable
Minnesota,27,45-54 years,45-54,Male,M,Black or African American,2054-5,2011,2011,12,17943,Unreliable
Minnesota,27,45-54 years,45-54,Male,M,Black or African American,2054-5,2013,2013,15,18757,Unreliable
Minnesota,27,45-54 years,45-54,Male,M,Black or African American,2054-5,2014,2014,11,19197,Unreliable
Minnesota,27,45-54 years,45-54,Male,M,Black or African American,2054-5,2015,2015,14,19666,Unreliable
Minnesota,27,45-54 years,45-54,Female,F,White,2106-3,1999,1999,10,304543,Unreliable
Minnesota,27,45-54 years,45-54,Female,F,White,2106-3,2000,2000,12,313861,Unreliable
Minnesota,27,45-54 years,45-54,Female,F,White,2106-3,2001,2001,20,329092,6.1
Minnesota,27,45-54 years,45-54,Female,F,White,2106-3,2002,2002,20,334575,6
Minnesota,27,45-54 years,45-54,Female,F,White,2106-3,2003,2003,28,342434,8.2
Minnesota,27,45-54 years,45-54,Female,F,White,2106-3,2004,2004,30,350420,8.6
Minnesota,27,45-54 years,45-54,Female,F,White,2106-3,2005,2005,25,358156,7
Minnesota,27,45-54 years,45-54,Female,F,White,2106-3,2006,2006,33,364979,9
Minnesota,27,45-54 years,45-54,Female,F,White,2106-3,2007,2007,38,369217,10.3
Minnesota,27,45-54 years,45-54,Female,F,White,2106-3,2008,2008,54,372678,14.5
Minnesota,27,45-54 years,45-54,Female,F,White,2106-3,2009,2009,42,373761,11.2
Minnesota,27,45-54 years,45-54,Female,F,White,2106-3,2010,2010,59,372523,15.8
Minnesota,27,45-54 years,45-54,Female,F,White,2106-3,2011,2011,53,367782,14.4
Minnesota,27,45-54 years,45-54,Female,F,White,2106-3,2012,2012,43,360686,11.9
Minnesota,27,45-54 years,45-54,Female,F,White,2106-3,2013,2013,53,351394,15.1
Minnesota,27,45-54 years,45-54,Female,F,White,2106-3,2014,2014,43,342973,12.5
Minnesota,27,45-54 years,45-54,Female,F,White,2106-3,2015,2015,52,334413,15.5
Minnesota,27,45-54 years,45-54,Male,M,White,2106-3,1999,1999,19,306744,Unreliable
Minnesota,27,45-54 years,45-54,Male,M,White,2106-3,2000,2000,16,316607,Unreliable
Minnesota,27,45-54 years,45-54,Male,M,White,2106-3,2001,2001,35,332171,10.5
Minnesota,27,45-54 years,45-54,Male,M,White,2106-3,2002,2002,35,337704,10.4
Minnesota,27,45-54 years,45-54,Male,M,White,2106-3,2003,2003,42,345115,12.2
Minnesota,27,45-54 years,45-54,Male,M,White,2106-3,2004,2004,52,352631,14.7
Minnesota,27,45-54 years,45-54,Male,M,White,2106-3,2005,2005,67,359636,18.6
Minnesota,27,45-54 years,45-54,Male,M,White,2106-3,2006,2006,70,365980,19.1
Minnesota,27,45-54 years,45-54,Male,M,White,2106-3,2007,2007,51,369708,13.8
Minnesota,27,45-54 years,45-54,Male,M,White,2106-3,2008,2008,64,372415,17.2
Minnesota,27,45-54 years,45-54,Male,M,White,2106-3,2009,2009,68,373340,18.2
Minnesota,27,45-54 years,45-54,Male,M,White,2106-3,2010,2010,56,371785,15.1
Minnesota,27,45-54 years,45-54,Male,M,White,2106-3,2011,2011,79,366062,21.6
Minnesota,27,45-54 years,45-54,Male,M,White,2106-3,2012,2012,76,358472,21.2
Minnesota,27,45-54 years,45-54,Male,M,White,2106-3,2013,2013,64,350342,18.3
Minnesota,27,45-54 years,45-54,Male,M,White,2106-3,2014,2014,58,342683,16.9
Minnesota,27,45-54 years,45-54,Male,M,White,2106-3,2015,2015,67,334815,20
Minnesota,27,55-64 years,55-64,Male,M,Black or African American,2054-5,2011,2011,11,9729,Unreliable
Minnesota,27,55-64 years,55-64,Male,M,Black or African American,2054-5,2015,2015,11,12946,Unreliable
Minnesota,27,55-64 years,55-64,Female,F,White,2106-3,2003,2003,17,226205,Unreliable
Minnesota,27,55-64 years,55-64,Female,F,White,2106-3,2004,2004,13,236151,Unreliable
Minnesota,27,55-64 years,55-64,Female,F,White,2106-3,2005,2005,12,246177,Unreliable
Minnesota,27,55-64 years,55-64,Female,F,White,2106-3,2006,2006,15,256755,Unreliable
Minnesota,27,55-64 years,55-64,Female,F,White,2106-3,2007,2007,13,267994,Unreliable
Minnesota,27,55-64 years,55-64,Female,F,White,2106-3,2008,2008,19,277107,Unreliable
Minnesota,27,55-64 years,55-64,Female,F,White,2106-3,2009,2009,29,288602,10
Minnesota,27,55-64 years,55-64,Female,F,White,2106-3,2010,2010,24,297938,8.1
Minnesota,27,55-64 years,55-64,Female,F,White,2106-3,2011,2011,35,312146,11.2
Minnesota,27,55-64 years,55-64,Female,F,White,2106-3,2012,2012,33,317847,10.4
Minnesota,27,55-64 years,55-64,Female,F,White,2106-3,2013,2013,31,327220,9.5
Minnesota,27,55-64 years,55-64,Female,F,White,2106-3,2014,2014,43,334391,12.9
Minnesota,27,55-64 years,55-64,Female,F,White,2106-3,2015,2015,36,341314,10.5
Minnesota,27,55-64 years,55-64,Male,M,White,2106-3,1999,1999,12,187156,Unreliable
Minnesota,27,55-64 years,55-64,Male,M,White,2106-3,2001,2001,12,197637,Unreliable
Minnesota,27,55-64 years,55-64,Male,M,White,2106-3,2002,2002,13,210273,Unreliable
Minnesota,27,55-64 years,55-64,Male,M,White,2106-3,2003,2003,14,220196,Unreliable
Minnesota,27,55-64 years,55-64,Male,M,White,2106-3,2004,2004,19,230191,Unreliable
Minnesota,27,55-64 years,55-64,Male,M,White,2106-3,2005,2005,17,240928,Unreliable
Minnesota,27,55-64 years,55-64,Male,M,White,2106-3,2006,2006,23,252164,9.1
Minnesota,27,55-64 years,55-64,Male,M,White,2106-3,2007,2007,32,263375,12.1
Minnesota,27,55-64 years,55-64,Male,M,White,2106-3,2008,2008,26,272920,9.5
Minnesota,27,55-64 years,55-64,Male,M,White,2106-3,2009,2009,24,284688,8.4
Minnesota,27,55-64 years,55-64,Male,M,White,2106-3,2010,2010,29,294255,9.9
Minnesota,27,55-64 years,55-64,Male,M,White,2106-3,2011,2011,47,308823,15.2
Minnesota,27,55-64 years,55-64,Male,M,White,2106-3,2012,2012,39,314734,12.4
Minnesota,27,55-64 years,55-64,Male,M,White,2106-3,2013,2013,56,323070,17.3
Minnesota,27,55-64 years,55-64,Male,M,White,2106-3,2014,2014,44,329612,13.3
Minnesota,27,55-64 years,55-64,Male,M,White,2106-3,2015,2015,66,336111,19.6
Minnesota,27,65-74 years,65-74,Female,F,White,2106-3,2011,2011,20,182762,10.9
Minnesota,27,65-74 years,65-74,Female,F,White,2106-3,2012,2012,17,194299,Unreliable
Minnesota,27,65-74 years,65-74,Female,F,White,2106-3,2013,2013,11,204076,Unreliable
Minnesota,27,65-74 years,65-74,Female,F,White,2106-3,2014,2014,10,212637,Unreliable
Minnesota,27,65-74 years,65-74,Female,F,White,2106-3,2015,2015,23,221654,10.4
Minnesota,27,65-74 years,65-74,Male,M,White,2106-3,2003,2003,10,134671,Unreliable
Minnesota,27,65-74 years,65-74,Male,M,White,2106-3,2011,2011,13,166957,Unreliable
Minnesota,27,65-74 years,65-74,Male,M,White,2106-3,2012,2012,12,178492,Unreliable
Minnesota,27,65-74 years,65-74,Male,M,White,2106-3,2013,2013,20,187938,10.6
Minnesota,27,65-74 years,65-74,Male,M,White,2106-3,2014,2014,20,196561,10.2
Minnesota,27,65-74 years,65-74,Male,M,White,2106-3,2015,2015,20,205867,9.7
Minnesota,27,75-84 years,75-84,Female,F,White,2106-3,2014,2014,10,124594,Unreliable
Mississippi,28,15-24 years,15-24,Female,F,White,2106-3,2006,2006,10,116054,Unreliable
Mississippi,28,15-24 years,15-24,Female,F,White,2106-3,2014,2014,10,113029,Unreliable
Mississippi,28,15-24 years,15-24,Male,M,White,2106-3,2001,2001,10,128401,Unreliable
Mississippi,28,15-24 years,15-24,Male,M,White,2106-3,2002,2002,16,127979,Unreliable
Mississippi,28,15-24 years,15-24,Male,M,White,2106-3,2003,2003,19,127253,Unreliable
Mississippi,28,15-24 years,15-24,Male,M,White,2106-3,2004,2004,11,126936,Unreliable
Mississippi,28,15-24 years,15-24,Male,M,White,2106-3,2005,2005,16,126024,Unreliable
Mississippi,28,15-24 years,15-24,Male,M,White,2106-3,2006,2006,26,123599,21
Mississippi,28,15-24 years,15-24,Male,M,White,2106-3,2007,2007,19,123126,Unreliable
Mississippi,28,15-24 years,15-24,Male,M,White,2106-3,2008,2008,19,122433,Unreliable
Mississippi,28,15-24 years,15-24,Male,M,White,2106-3,2009,2009,14,122293,Unreliable
Mississippi,28,15-24 years,15-24,Male,M,White,2106-3,2010,2010,28,121388,23.1
Mississippi,28,15-24 years,15-24,Male,M,White,2106-3,2011,2011,11,121228,Unreliable
Mississippi,28,15-24 years,15-24,Male,M,White,2106-3,2012,2012,13,120833,Unreliable
Mississippi,28,15-24 years,15-24,Male,M,White,2106-3,2014,2014,15,120712,Unreliable
Mississippi,28,25-34 years,25-34,Female,F,White,2106-3,2001,2001,11,111564,Unreliable
Mississippi,28,25-34 years,25-34,Female,F,White,2106-3,2002,2002,11,110272,Unreliable
Mississippi,28,25-34 years,25-34,Female,F,White,2106-3,2003,2003,16,109569,Unreliable
Mississippi,28,25-34 years,25-34,Female,F,White,2106-3,2004,2004,12,109366,Unreliable
Mississippi,28,25-34 years,25-34,Female,F,White,2106-3,2005,2005,16,109289,Unreliable
Mississippi,28,25-34 years,25-34,Female,F,White,2106-3,2006,2006,17,107389,Unreliable
Mississippi,28,25-34 years,25-34,Female,F,White,2106-3,2007,2007,18,107556,Unreliable
Mississippi,28,25-34 years,25-34,Female,F,White,2106-3,2008,2008,13,107617,Unreliable
Mississippi,28,25-34 years,25-34,Female,F,White,2106-3,2009,2009,20,108174,18.5
Mississippi,28,25-34 years,25-34,Female,F,White,2106-3,2010,2010,18,108140,Unreliable
Mississippi,28,25-34 years,25-34,Female,F,White,2106-3,2011,2011,16,108809,Unreliable
Mississippi,28,25-34 years,25-34,Female,F,White,2106-3,2012,2012,25,108449,23.1
Mississippi,28,25-34 years,25-34,Female,F,White,2106-3,2013,2013,27,108478,24.9
Mississippi,28,25-34 years,25-34,Female,F,White,2106-3,2014,2014,17,109188,Unreliable
Mississippi,28,25-34 years,25-34,Female,F,White,2106-3,2015,2015,19,110069,Unreliable
Mississippi,28,25-34 years,25-34,Male,M,White,2106-3,2000,2000,15,118966,Unreliable
Mississippi,28,25-34 years,25-34,Male,M,White,2106-3,2001,2001,18,116130,Unreliable
Mississippi,28,25-34 years,25-34,Male,M,White,2106-3,2002,2002,26,114880,22.6
Mississippi,28,25-34 years,25-34,Male,M,White,2106-3,2003,2003,30,113613,26.4
Mississippi,28,25-34 years,25-34,Male,M,White,2106-3,2004,2004,37,113570,32.6
Mississippi,28,25-34 years,25-34,Male,M,White,2106-3,2005,2005,31,113333,27.4
Mississippi,28,25-34 years,25-34,Male,M,White,2106-3,2006,2006,47,111669,42.1
Mississippi,28,25-34 years,25-34,Male,M,White,2106-3,2007,2007,49,112137,43.7
Mississippi,28,25-34 years,25-34,Male,M,White,2106-3,2008,2008,39,113604,34.3
Mississippi,28,25-34 years,25-34,Male,M,White,2106-3,2009,2009,35,114051,30.7
Mississippi,28,25-34 years,25-34,Male,M,White,2106-3,2010,2010,48,114287,42
Mississippi,28,25-34 years,25-34,Male,M,White,2106-3,2011,2011,35,114218,30.6
Mississippi,28,25-34 years,25-34,Male,M,White,2106-3,2012,2012,32,113438,28.2
Mississippi,28,25-34 years,25-34,Male,M,White,2106-3,2013,2013,35,113768,30.8
Mississippi,28,25-34 years,25-34,Male,M,White,2106-3,2014,2014,44,113855,38.6
Mississippi,28,25-34 years,25-34,Male,M,White,2106-3,2015,2015,60,113581,52.8
Mississippi,28,35-44 years,35-44,Male,M,Black or African American,2054-5,2001,2001,10,67688,Unreliable
Mississippi,28,35-44 years,35-44,Male,M,Black or African American,2054-5,2004,2004,10,64777,Unreliable
Mississippi,28,35-44 years,35-44,Male,M,Black or African American,2054-5,2006,2006,15,64251,Unreliable
Mississippi,28,35-44 years,35-44,Female,F,White,2106-3,1999,1999,12,133649,Unreliable
Mississippi,28,35-44 years,35-44,Female,F,White,2106-3,2000,2000,20,133464,15
Mississippi,28,35-44 years,35-44,Female,F,White,2106-3,2001,2001,17,131181,Unreliable
Mississippi,28,35-44 years,35-44,Female,F,White,2106-3,2002,2002,21,128590,16.3
Mississippi,28,35-44 years,35-44,Female,F,White,2106-3,2003,2003,26,126312,20.6
Mississippi,28,35-44 years,35-44,Female,F,White,2106-3,2004,2004,27,124451,21.7
Mississippi,28,35-44 years,35-44,Female,F,White,2106-3,2005,2005,26,123016,21.1
Mississippi,28,35-44 years,35-44,Female,F,White,2106-3,2006,2006,32,120256,26.6
Mississippi,28,35-44 years,35-44,Female,F,White,2106-3,2007,2007,29,118940,24.4
Mississippi,28,35-44 years,35-44,Female,F,White,2106-3,2008,2008,39,116917,33.4
Mississippi,28,35-44 years,35-44,Female,F,White,2106-3,2009,2009,29,114160,25.4
Mississippi,28,35-44 years,35-44,Female,F,White,2106-3,2010,2010,31,112480,27.6
Mississippi,28,35-44 years,35-44,Female,F,White,2106-3,2011,2011,50,110439,45.3
Mississippi,28,35-44 years,35-44,Female,F,White,2106-3,2012,2012,26,109976,23.6
Mississippi,28,35-44 years,35-44,Female,F,White,2106-3,2013,2013,27,109254,24.7
Mississippi,28,35-44 years,35-44,Female,F,White,2106-3,2014,2014,35,108111,32.4
Mississippi,28,35-44 years,35-44,Female,F,White,2106-3,2015,2015,33,107102,30.8
Mississippi,28,35-44 years,35-44,Male,M,White,2106-3,1999,1999,15,135641,Unreliable
Mississippi,28,35-44 years,35-44,Male,M,White,2106-3,2000,2000,25,135908,18.4
Mississippi,28,35-44 years,35-44,Male,M,White,2106-3,2001,2001,44,134060,32.8
Mississippi,28,35-44 years,35-44,Male,M,White,2106-3,2002,2002,43,131666,32.7
Mississippi,28,35-44 years,35-44,Male,M,White,2106-3,2003,2003,35,129424,27
Mississippi,28,35-44 years,35-44,Male,M,White,2106-3,2004,2004,41,128017,32
Mississippi,28,35-44 years,35-44,Male,M,White,2106-3,2005,2005,38,126610,30
Mississippi,28,35-44 years,35-44,Male,M,White,2106-3,2006,2006,61,124173,49.1
Mississippi,28,35-44 years,35-44,Male,M,White,2106-3,2007,2007,42,122938,34.2
Mississippi,28,35-44 years,35-44,Male,M,White,2106-3,2008,2008,31,121033,25.6
Mississippi,28,35-44 years,35-44,Male,M,White,2106-3,2009,2009,48,118101,40.6
Mississippi,28,35-44 years,35-44,Male,M,White,2106-3,2010,2010,33,116733,28.3
Mississippi,28,35-44 years,35-44,Male,M,White,2106-3,2011,2011,43,114183,37.7
Mississippi,28,35-44 years,35-44,Male,M,White,2106-3,2012,2012,35,113771,30.8
Mississippi,28,35-44 years,35-44,Male,M,White,2106-3,2013,2013,30,112797,26.6
Mississippi,28,35-44 years,35-44,Male,M,White,2106-3,2014,2014,38,111283,34.1
Mississippi,28,35-44 years,35-44,Male,M,White,2106-3,2015,2015,48,109843,43.7
Mississippi,28,45-54 years,45-54,Male,M,Black or African American,2054-5,2009,2009,11,67616,Unreliable
Mississippi,28,45-54 years,45-54,Male,M,Black or African American,2054-5,2012,2012,10,65417,Unreliable
Mississippi,28,45-54 years,45-54,Male,M,Black or African American,2054-5,2014,2014,13,63030,Unreliable
Mississippi,28,45-54 years,45-54,Female,F,White,2106-3,2001,2001,17,126464,Unreliable
Mississippi,28,45-54 years,45-54,Female,F,White,2106-3,2002,2002,18,126084,Unreliable
Mississippi,28,45-54 years,45-54,Female,F,White,2106-3,2003,2003,20,126676,15.8
Mississippi,28,45-54 years,45-54,Female,F,White,2106-3,2004,2004,24,128335,18.7
Mississippi,28,45-54 years,45-54,Female,F,White,2106-3,2005,2005,28,129754,21.6
Mississippi,28,45-54 years,45-54,Female,F,White,2106-3,2006,2006,29,130217,22.3
Mississippi,28,45-54 years,45-54,Female,F,White,2106-3,2007,2007,36,131087,27.5
Mississippi,28,45-54 years,45-54,Female,F,White,2106-3,2008,2008,48,131836,36.4
Mississippi,28,45-54 years,45-54,Female,F,White,2106-3,2009,2009,48,131688,36.4
Mississippi,28,45-54 years,45-54,Female,F,White,2106-3,2010,2010,54,131178,41.2
Mississippi,28,45-54 years,45-54,Female,F,White,2106-3,2011,2011,44,128787,34.2
Mississippi,28,45-54 years,45-54,Female,F,White,2106-3,2012,2012,57,126181,45.2
Mississippi,28,45-54 years,45-54,Female,F,White,2106-3,2013,2013,47,123699,38
Mississippi,28,45-54 years,45-54,Female,F,White,2106-3,2014,2014,43,121520,35.4
Mississippi,28,45-54 years,45-54,Female,F,White,2106-3,2015,2015,34,119322,28.5
Mississippi,28,45-54 years,45-54,Male,M,White,2106-3,1999,1999,12,118551,Unreliable
Mississippi,28,45-54 years,45-54,Male,M,White,2106-3,2001,2001,19,125406,Unreliable
Mississippi,28,45-54 years,45-54,Male,M,White,2106-3,2002,2002,14,125201,Unreliable
Mississippi,28,45-54 years,45-54,Male,M,White,2106-3,2003,2003,25,126319,19.8
Mississippi,28,45-54 years,45-54,Male,M,White,2106-3,2004,2004,27,127446,21.2
Mississippi,28,45-54 years,45-54,Male,M,White,2106-3,2005,2005,30,129120,23.2
Mississippi,28,45-54 years,45-54,Male,M,White,2106-3,2006,2006,46,129885,35.4
Mississippi,28,45-54 years,45-54,Male,M,White,2106-3,2007,2007,58,131122,44.2
Mississippi,28,45-54 years,45-54,Male,M,White,2106-3,2008,2008,51,131969,38.6
Mississippi,28,45-54 years,45-54,Male,M,White,2106-3,2009,2009,53,132230,40.1
Mississippi,28,45-54 years,45-54,Male,M,White,2106-3,2010,2010,36,131694,27.3
Mississippi,28,45-54 years,45-54,Male,M,White,2106-3,2011,2011,33,129174,25.5
Mississippi,28,45-54 years,45-54,Male,M,White,2106-3,2012,2012,42,126252,33.3
Mississippi,28,45-54 years,45-54,Male,M,White,2106-3,2013,2013,47,124004,37.9
